,source_name,source_link,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,fatality_count,injury_count,event_import_source,event_import_id,admin_division_name,admin_division_population,longitude,latitude,Country_Name,event_year,event_month,event_week,event_day,event_date_hour,event_date_minute
2119,2747,5909,2011,0,5,11,1,4,0,1,3862,624,0,101,0,57,2011,7,30,29,0,0
2120,1703,161,7116,1,5,3,1,0,0,1,5637,350,784153,76,8,56,2013,11,46,13,0,0
2121,2258,4125,3694,4,6,3,1,2,0,1,2721,27,1999979,-75,6,27,2010,11,45,13,0,0
2122,1676,2164,3788,7,0,13,1,37,0,1,696,413,0,104,22,138,2008,8,32,7,0,0
2123,2215,3940,857,1,6,3,2,0,0,1,3208,833,5413,-122,47,134,2011,3,10,13,8,0
2124,1045,0,7487,0,5,3,3,0,0,1,8433,552,1744,-119,44,134,2013,11,45,7,18,9
2125,1438,6222,967,7,6,3,1,1,1,1,6381,582,43030,8,45,62,2014,11,46,12,9,0
2126,2152,3721,6800,4,5,11,1,0,0,1,738,472,4143,-9,52,59,2008,8,34,22,0,0
2127,1045,0,4877,0,5,3,3,0,0,1,8512,552,4561,-123,43,134,2012,12,51,20,9,23
2128,2752,5975,2783,6,6,3,2,0,0,1,3612,847,6922,18,-34,116,2011,6,24,15,18,0
2129,1045,0,5190,0,5,3,3,0,0,1,8147,552,3205,-122,43,134,2015,11,47,19,8,47
2130,2310,1030,4176,6,5,3,1,2,0,1,2087,691,156811,133,35,65,2010,7,28,16,2,0
2131,428,6141,6043,0,5,11,1,0,0,1,7555,109,1227,-123,39,134,2016,3,10,11,0,0
2132,1123,1505,2576,0,5,3,1,0,0,1,6628,833,16896,-123,46,134,2015,1,1,4,23,0
2133,896,6727,1319,2,8,1,1,0,0,1,784,507,1335,149,-32,7,2008,9,37,10,23,0
2134,1810,2567,1728,2,6,3,0,0,0,1,611,293,179038,113,25,26,2008,6,26,27,0,0
2135,1077,567,7913,6,5,1,1,9,0,1,6336,869,0,103,26,26,2014,10,44,28,0,0
2136,1932,419,8152,1,5,3,1,5,0,1,2107,251,97172,-90,14,50,2010,7,29,21,0,0
2137,2366,4501,4856,4,5,13,1,0,0,1,4605,121,3545,80,6,119,2012,11,44,2,0,0
2138,2797,6143,6829,6,5,3,2,0,0,1,4291,109,2436,-124,41,134,2012,3,13,30,0,0
2139,2378,4573,6048,6,6,11,2,0,0,1,691,504,1126,-71,44,134,2008,8,32,6,0,0
2140,2384,4593,3226,2,5,3,1,1,0,1,2316,125,84775,84,27,86,2010,8,34,23,0,0
2141,1703,150,7614,7,5,3,0,0,0,1,4892,40,4157,94,27,56,2013,6,22,1,0,0
2142,651,3723,4565,6,5,11,0,23,0,1,112,53,0,73,34,93,2007,7,27,2,0,0
2143,1595,6809,8123,0,8,5,1,0,0,1,8678,765,1201,-103,30,134,2015,10,41,8,0,0
2144,1814,2573,3892,6,5,3,1,6,0,1,4334,222,0,118,26,26,2012,4,17,24,15,30
2145,304,0,1960,0,5,1,1,0,0,1,6091,148,5827,-84,12,88,2014,6,26,23,0,0
2146,424,2729,6726,6,2,12,1,0,0,1,7327,833,2758,-121,46,134,2015,8,33,13,9,40
2147,2429,1284,8299,6,5,3,1,2,0,1,2323,688,0,113,35,26,2010,8,34,24,15,0
2148,2560,5047,6007,4,5,3,1,0,0,1,2546,282,40283,77,30,56,2010,10,40,4,0,0
2149,2315,4281,6705,6,6,3,2,0,0,1,1522,109,9644,-121,37,134,2010,2,8,24,2,0
2150,1143,5092,2288,6,5,1,1,0,0,1,7721,164,28407,120,16,98,2015,8,34,21,0,0
2151,688,3876,194,2,5,3,0,0,0,1,5862,552,7167,-121,45,134,2014,2,7,12,19,30
2152,2301,1016,4112,1,5,3,1,0,0,1,1707,627,456456,-43,-22,17,2010,4,14,6,0,0
2153,1045,0,5149,0,5,3,3,0,0,1,8281,552,3866,-124,43,134,2014,11,47,19,15,43
2154,2269,4176,1246,6,5,3,1,0,0,1,3288,109,12874,-121,36,134,2011,3,12,24,8,0
2155,326,2759,4191,0,5,3,1,0,0,1,8086,340,59116,74,12,56,2016,6,25,24,23,0
2156,1841,328,1244,4,5,3,1,0,0,1,1836,810,2392877,-76,3,27,2010,5,18,4,8,0
2157,370,2906,7905,6,5,13,1,0,0,1,9455,595,2048,-98,20,80,2016,8,31,7,0,0
2158,1400,250,89,6,6,3,1,0,0,1,5875,833,39709,-122,47,134,2014,2,8,17,0,0
2159,2251,4091,938,4,5,11,1,0,0,1,4671,552,4561,-123,44,134,2012,12,51,21,0,0
2160,1149,6756,5753,4,5,3,0,0,0,1,298,695,0,104,32,26,2007,10,41,9,0,0
2161,3233,6438,5580,6,5,11,1,0,0,1,4805,349,6903,-82,37,134,2013,4,16,17,8,0
2162,529,668,1296,2,0,0,1,1,0,1,184,128,5027,123,10,98,2007,8,33,14,12,0
2163,2113,738,2417,6,5,3,0,0,0,1,4377,43,899094,91,26,56,2012,6,22,2,0,0
2164,747,4062,8695,2,8,11,2,0,1,1,7530,300,485,-116,44,134,2016,2,8,27,15,30
2165,229,5106,8281,2,5,11,1,0,0,1,7417,708,2605,-91,14,50,2015,9,39,27,0,0
2166,2249,4069,3952,1,6,3,2,0,0,1,986,109,4407,-121,36,134,2009,2,8,17,6,30
2167,2522,4905,771,2,5,3,1,0,0,1,916,82,0,124,13,98,2008,12,49,7,0,0
2168,1502,6294,3620,1,6,3,1,1,0,1,9518,385,0,3,6,89,2016,9,36,6,9,0
2169,475,3156,5438,7,5,12,1,0,0,1,428,343,7317,75,33,56,2008,1,3,16,0,0
2170,2442,1319,2990,6,5,3,2,0,0,1,3535,165,28407,120,16,98,2011,5,21,25,0,0
2171,1045,0,5207,0,5,3,3,0,0,1,8015,552,2904,-122,42,134,2016,1,2,17,20,39
2172,1505,1934,3323,7,6,11,1,0,0,1,6047,339,21117,41,43,104,2014,6,23,2,0,0
2173,1140,5071,8537,6,0,11,1,0,0,1,304,726,1371,-77,18,64,2007,10,41,12,0,0
2174,253,310,3140,2,6,3,1,0,0,1,3300,515,721398,-72,7,27,2011,3,12,26,0,0
2175,3041,3493,1090,1,2,3,2,0,0,1,5479,804,15523,-111,40,134,2013,9,36,7,18,0
2176,1045,0,4881,0,5,3,3,0,0,1,8711,552,1045,-122,44,134,2012,1,3,19,12,59
2177,1045,0,5028,0,5,3,3,0,0,1,8389,552,6336,-124,42,134,2014,2,7,12,16,11
2178,1915,387,7011,4,6,1,1,0,0,1,5430,434,223523,93,24,56,2013,9,35,1,0,0
2179,2659,5348,1313,1,6,3,2,0,0,1,2876,109,10644,-117,34,134,2010,12,51,21,14,10
2180,995,1412,5881,2,5,3,1,2,0,1,6551,285,2684,141,45,65,2014,8,34,24,0,0
2181,2336,4345,2398,2,5,3,1,5,0,1,2035,125,44632,84,28,86,2010,7,26,4,23,0
2182,3123,4761,1508,6,5,11,0,0,0,1,4785,839,0,108,-6,57,2013,3,13,25,8,0
2183,2060,3369,866,6,5,11,1,0,0,1,441,606,6535,153,-28,7,2008,2,5,3,0,0
2184,1642,6613,177,6,5,3,1,0,0,1,5749,207,0,0,51,133,2014,1,1,3,18,0
2185,1341,1690,1442,1,5,1,1,0,0,1,9035,453,9073,82,29,86,2016,7,28,16,0,0
2186,1301,5624,7160,2,5,3,1,3,5,1,7410,113,0,105,22,138,2015,8,31,2,21,0
2187,3062,3765,2454,7,6,3,1,0,0,1,5395,691,45750,132,34,65,2013,8,34,24,15,0
2188,338,1492,7851,1,5,1,1,0,0,1,3132,808,47587,81,6,119,2011,2,7,17,0,0
2189,2540,4998,2289,1,5,3,2,0,0,1,1948,571,4432,-80,40,134,2010,6,22,5,0,0
2190,2706,5544,2138,2,5,6,1,0,0,1,2993,744,7871900,121,25,123,2011,1,2,13,6,0
2191,1301,5635,8178,0,5,7,1,0,0,1,7688,614,135477,107,21,138,2016,5,18,8,0,0
2192,2153,3724,1639,2,5,3,2,0,0,1,3488,545,2165,-82,38,134,2011,5,19,11,0,0
2193,2685,1650,8561,6,5,3,2,0,0,1,3356,645,3378,-61,12,48,2011,4,15,12,9,0
2194,1149,2025,3105,6,5,3,1,0,0,2,52,512,5521,72,37,124,2007,4,13,1,0,0
2195,1255,5478,7747,1,5,3,1,0,0,1,9523,48,3441,174,-36,87,2016,10,39,2,0,0
2196,695,3924,2879,1,8,5,1,0,0,1,9013,833,7850,-122,45,134,2015,12,50,9,0,0
2197,3149,5148,5291,6,5,3,2,0,0,1,5081,157,2450,-105,40,134,2013,7,28,12,16,0
2198,1897,2897,5531,6,6,3,2,0,0,1,1567,545,6397,-82,38,134,2010,3,10,14,16,30
2199,2399,4633,4715,0,5,13,1,0,0,1,601,852,0,123,10,98,2008,6,25,21,0,0
2200,2584,5139,398,0,0,3,1,0,0,1,1937,555,0,72,39,70,2010,6,22,3,0,0
2201,2401,1135,516,6,5,3,1,0,0,1,1271,682,22291,-2,56,133,2009,11,44,1,0,0
2202,2394,4626,167,4,5,3,1,0,0,1,1497,57,17209,48,40,9,2010,2,6,10,22,0
2203,1501,6291,3867,6,2,1,1,0,0,1,6489,93,1385,-123,49,24,2014,12,50,11,0,0
2204,1675,2159,407,0,6,3,1,0,0,1,4395,868,1148,-136,60,24,2012,6,23,8,0,0
2205,1681,77,4448,6,5,11,1,0,0,1,4792,41,17754,35,-3,125,2013,3,13,29,0,0
2206,1045,0,7424,0,5,3,3,0,0,1,8106,552,1312,-123,45,134,2015,12,50,8,17,58
2207,2584,5127,1830,7,5,13,1,0,0,1,2637,104,5682,121,15,98,2010,10,42,18,0,0
2208,1604,6525,8419,2,5,3,1,0,0,1,7770,207,0,0,51,133,2015,8,35,24,15,0
2209,1045,0,5011,0,5,3,3,0,0,1,8764,552,2045,-123,44,134,2011,11,44,4,17,7
2210,1399,6032,133,6,5,1,1,0,0,1,7264,434,92113,93,25,56,2015,7,30,22,0,0
2211,2375,4537,6686,6,5,11,1,0,0,1,436,109,42808,-117,32,134,2008,1,5,28,19,30
2212,535,3368,6721,4,6,11,1,0,0,1,9610,833,2868,-120,47,134,2016,10,41,15,0,0
2213,592,784,2084,1,5,3,3,0,0,1,9220,836,1035,88,27,56,2016,7,30,26,23,0
2214,1950,465,1436,6,5,3,1,0,0,1,1796,604,22405,48,41,9,2010,4,17,29,0,0
2215,522,3254,7629,2,5,3,0,1,0,1,8940,374,39234,130,32,65,2016,6,25,21,0,0
2216,1135,5079,2526,7,6,3,1,1,0,1,8232,530,6199,147,-8,95,2016,7,26,1,0,0
2217,3106,4471,7150,1,5,3,1,0,0,1,5006,539,54010,94,26,56,2013,7,27,1,0,0
2218,1930,3000,451,2,5,3,1,0,0,1,4542,376,20410,30,-30,116,2012,9,36,6,0,0
2219,1916,3037,4605,6,5,3,1,3,1,1,7316,453,20908,81,28,86,2015,8,33,15,23,0
2220,1682,2180,963,2,5,11,1,6,0,1,444,67,16930,67,29,93,2008,2,5,3,0,0
2221,2204,3885,6709,1,5,11,1,0,0,1,1608,504,1108,-71,42,134,2010,3,13,31,18,0
2222,1994,3107,3683,0,6,3,2,0,0,1,2896,109,42808,-117,32,134,2010,12,51,22,3,0
2223,358,361,7071,2,5,11,2,0,0,1,6062,352,10091,43,42,44,2014,6,25,17,0,0
2224,2009,621,272,1,8,13,1,0,2,1,5425,746,397515,121,25,123,2013,8,35,31,0,0
2225,3046,3599,7949,6,5,3,0,0,0,1,5058,685,0,109,36,26,2013,7,27,7,0,0
2226,1901,2925,6776,6,5,12,1,0,0,1,3115,343,3278,75,33,56,2011,2,6,13,0,0
2227,694,3930,8670,4,6,3,2,0,0,1,6394,833,20254,-122,47,134,2014,11,48,24,9,0
2228,405,3044,8199,4,5,1,1,0,0,1,6900,402,117796,-79,-4,37,2015,3,12,18,0,0
2229,65,28,4614,6,5,11,2,0,0,1,24,109,2933,-122,38,134,2007,2,6,11,0,0
2230,2001,3142,5242,0,5,11,1,0,0,1,1523,99,1080,26,45,103,2010,2,8,25,0,0
2231,2099,719,5708,4,5,3,1,0,0,1,2468,282,40283,77,30,56,2010,9,37,19,0,0
2232,2301,1016,2036,1,5,3,1,0,0,1,1664,627,456456,-43,-22,17,2010,4,14,6,0,0
2233,2526,4956,5722,2,5,3,1,0,0,1,4279,201,68081,124,11,98,2012,3,12,20,1,0
2234,304,0,1960,0,5,1,2,0,0,1,6095,148,5827,-84,12,88,2014,6,26,23,0,0
2235,2588,5169,8621,6,6,3,2,0,0,1,3204,545,3541,-80,40,134,2011,3,10,12,18,0
2236,1681,79,3209,2,6,3,1,0,0,1,5386,841,1073,35,1,69,2013,8,34,22,0,0
2237,2017,3183,473,1,6,3,1,0,0,1,3389,349,7489,-84,39,134,2011,4,16,21,18,0
2238,2258,4119,1979,6,6,3,1,3,0,1,2217,219,850848,-87,14,53,2010,8,31,7,2,0
2239,2533,4975,6847,1,6,11,2,0,0,1,547,833,90927,-122,47,134,2008,5,21,21,0,0
2241,1944,3065,722,6,5,11,1,0,0,1,1388,512,7211,18,44,16,2010,1,1,8,0,0
2242,2742,5747,360,6,5,3,1,3,0,1,3704,215,0,81,29,86,2011,7,26,2,8,0
2243,2685,1650,8516,1,5,3,2,0,0,1,3355,648,2256,-61,12,48,2011,4,15,12,3,0
2244,1368,4603,8650,1,5,3,1,4,0,1,9092,749,775484,78,10,56,2015,12,51,20,9,0
2245,2616,1553,6899,1,5,3,1,0,0,1,3292,109,7441,-122,37,134,2011,3,12,24,0,0
2246,1045,0,4948,0,5,3,3,0,0,1,8156,552,2151,-123,45,134,2015,11,46,11,14,53
2247,3186,5795,1684,2,5,3,1,0,0,1,5056,453,20908,81,29,86,2013,7,27,7,0,0
2248,2307,4258,790,4,5,3,1,0,0,1,3074,115,6400,126,8,98,2011,1,4,30,0,0
2249,1149,473,5844,2,6,3,1,3,0,1,85,143,25708,92,22,10,2007,6,24,11,0,0
2250,765,883,5829,1,6,3,2,0,0,1,7949,125,1442271,85,28,86,2016,6,26,28,0,0
2251,1577,6591,5490,1,8,3,1,0,0,1,9147,516,83393,-82,35,134,2015,12,53,30,0,0
2252,2180,3810,6076,7,6,3,1,0,0,1,4339,833,1191,-120,46,134,2012,4,17,27,0,0
2253,1045,0,5005,0,5,3,3,0,0,1,8182,552,2045,-123,44,134,2015,3,14,31,20,47
2254,1319,5692,1460,2,5,11,1,2,0,1,8280,143,3920222,91,22,10,2015,9,39,21,7,0
2255,2762,6020,7088,6,5,3,1,0,0,1,2417,839,800000,106,-6,57,2010,9,37,13,0,0
2256,1186,4287,2341,6,6,11,2,0,0,1,278,109,191719,-118,34,134,2007,9,38,22,0,0
2257,160,185,3587,1,5,8,1,1,4,1,7000,143,253788,92,21,10,2015,6,26,26,14,0
2258,2477,4784,8056,1,5,3,1,0,0,1,3230,552,20291,-122,45,134,2011,3,11,15,0,0
2260,2585,1538,3496,7,5,11,0,0,0,2,4819,365,1842,34,0,69,2013,4,17,22,0,0
2261,2334,4325,4401,7,5,3,1,0,0,1,1543,851,7914,29,0,130,2010,3,9,6,0,0
2262,3033,3297,4673,2,5,11,1,0,0,1,4900,529,27212,125,7,98,2013,6,23,5,22,30
2263,1289,5571,5916,2,5,11,1,0,0,1,256,699,30700,88,27,56,2007,9,37,10,0,0
2264,2742,5761,6586,4,5,3,1,0,0,1,2447,125,84775,85,27,86,2010,9,37,18,9,0
2265,2307,4259,1023,4,5,13,1,0,0,1,3655,124,72954,120,14,98,2011,6,25,26,0,0
2266,1442,6136,8531,7,5,11,2,0,0,1,7462,542,1416,-89,14,53,2015,9,39,25,0,0
2267,1686,2198,1891,2,5,11,1,4,0,1,447,123,98074,109,-6,57,2008,2,6,6,0,0
2268,627,797,987,1,5,1,3,2,0,1,9335,43,10942,92,24,56,2016,5,20,18,8,0
2269,1353,3361,684,1,8,3,1,0,0,1,6643,112,1187,170,-43,87,2013,1,2,9,0,0
2270,757,8,5633,4,5,11,1,5,0,1,216,851,2860,83,28,86,2007,8,35,28,0,0
2271,1045,0,4941,0,5,3,3,0,0,1,8450,552,473,-119,44,134,2013,9,36,5,16,33
2272,181,2373,8415,4,8,3,2,0,0,1,7540,843,1048,-81,37,134,2016,2,8,26,21,6
2273,1342,5803,38,1,5,0,2,1,3,1,9386,749,90353,76,10,56,2016,5,19,9,12,10
2274,2213,3927,7833,0,6,3,1,0,0,1,3048,833,9451,-122,47,134,2011,1,3,20,0,0
2275,930,3080,546,6,3,4,1,5,0,1,8294,374,27978,131,32,65,2016,4,15,16,9,0
2276,1342,5828,8466,4,5,3,1,0,0,1,8233,543,6895,83,19,56,2015,9,38,16,0,0
2277,1045,0,7441,0,5,3,3,0,0,1,8573,552,1035,-123,45,134,2012,10,44,30,10,16
2278,678,3848,2562,0,8,11,2,0,0,1,6578,109,2666,-122,37,134,2014,12,51,21,2,0
2279,3241,6539,7783,6,5,3,1,0,0,1,5030,516,1241,-81,36,134,2013,7,27,4,0,0
2280,337,2808,7917,6,2,13,1,0,0,1,7617,744,7871900,121,24,123,2015,8,32,8,0,0
2281,382,398,7009,7,6,8,1,0,0,1,7279,434,7176,93,24,56,2015,7,30,24,0,0
2282,2301,1016,2782,0,5,3,1,0,0,1,1645,627,6023699,-43,-22,17,2010,4,14,6,0,0
2283,2742,5746,949,6,5,3,1,1,0,1,3679,851,21867,84,28,86,2011,6,26,30,0,0
2284,3123,4764,3024,7,5,3,1,0,0,1,4885,634,19294,116,5,78,2013,5,22,29,0,0
2285,2313,1037,6664,2,5,3,1,0,0,1,2083,207,92600,-1,53,133,2010,7,28,15,2,0
2286,3262,6622,2887,1,5,11,2,0,0,1,1900,804,10062,-111,40,134,2010,5,21,24,0,0
2287,1045,0,5059,0,5,3,3,0,0,1,8387,552,2033,-123,44,134,2016,2,6,13,18,16
2288,1686,2218,3335,6,5,3,1,0,0,1,1880,839,0,107,-7,57,2010,5,20,20,18,0
2289,588,3106,2074,0,7,3,1,0,0,1,9462,207,18800,-1,53,133,2016,8,31,7,8,20
2290,1681,76,1140,6,5,3,1,2,0,1,4386,199,14000,34,1,130,2012,6,22,3,14,0
2291,1901,2925,836,6,5,12,1,0,0,1,3114,343,20553,75,33,56,2011,2,6,13,0,0
2292,1903,2938,1768,7,5,3,1,0,0,1,1744,651,702,-61,15,34,2010,4,15,12,0,0
2293,2516,4887,2947,1,6,3,2,0,0,1,1531,109,209924,-117,34,134,2010,2,8,27,0,0
2294,694,3934,6738,1,6,11,1,0,0,1,6634,833,13182,-122,47,134,2015,1,2,5,1,30
2295,1565,6567,3913,6,6,11,1,0,0,1,6837,843,9318,-80,39,134,2015,3,10,5,23,0
2296,332,6200,6239,1,5,3,2,0,0,1,7604,152,55419,-61,10,127,2016,3,13,29,0,0
2297,2414,1172,8376,2,5,3,1,0,0,1,1963,79,43000,88,26,56,2010,6,23,11,0,0
2298,2769,1729,555,6,5,3,1,0,0,1,1347,634,19294,116,6,78,2009,12,49,2,0,0
2299,1686,2200,3338,4,5,11,1,1,0,1,543,192,0,112,-7,57,2008,5,21,19,0,0
2300,2994,2625,8020,2,5,11,1,6,0,1,5217,395,2035307,121,38,26,2013,7,30,28,4,20
2301,2522,4914,8108,2,5,13,2,0,0,1,3540,82,2920,124,13,98,2011,5,21,26,0,0
2303,1036,1002,2552,1,8,3,1,0,0,1,9123,547,15753,-94,36,134,2015,12,52,27,0,0
2304,479,3179,247,6,5,3,2,0,0,1,5973,349,16325,-84,39,134,2014,3,13,26,0,0
2305,3187,5806,1410,1,6,8,1,5,0,1,5278,350,25436,76,10,56,2013,8,32,5,9,30
2306,1045,0,4883,0,5,3,3,0,0,1,8805,552,8925,-122,44,134,2011,3,10,8,10,26
2307,1681,71,1168,4,5,3,1,0,0,1,1759,199,0,34,0,130,2010,4,15,18,0,0
2309,2429,1226,8232,0,5,11,1,0,0,1,484,842,0,100,0,57,2008,3,12,23,0,0
2310,1686,2218,1500,2,5,3,1,0,0,1,1876,839,0,108,-7,57,2010,5,20,19,0,0
2311,1045,0,5054,0,5,3,3,0,0,1,8291,552,2033,-123,44,134,2014,10,43,22,16,41
2312,2125,1157,6908,4,0,11,1,28,0,1,8,842,0,100,0,57,2007,1,2,8,0,0
2313,2487,1445,3718,1,5,13,1,0,0,1,2662,711,2918,-61,13,107,2010,10,43,31,0,0
2314,2214,3932,164,6,6,3,1,0,0,1,5769,833,103019,-122,47,134,2014,1,2,12,18,0
2315,1533,6436,6072,6,6,3,2,0,0,1,7183,349,3255,-82,37,134,2015,4,14,3,9,0
2316,1774,2424,4259,0,5,3,1,16,0,1,812,695,0,104,31,26,2008,9,39,24,0,0
2317,1702,109,3634,4,5,3,1,0,0,1,3174,282,2000,77,32,56,2011,3,9,5,0,0
2318,137,2254,5466,1,6,3,1,0,0,1,9257,423,100000,73,19,56,2016,7,30,31,11,0
2319,344,2838,7241,7,6,3,2,1,0,1,8891,786,0,39,40,128,2016,7,27,7,23,0
2320,1045,0,7498,0,5,3,3,0,0,1,8309,552,4864,-121,45,134,2014,4,16,17,18,10
2321,2114,772,6223,2,5,3,1,0,0,1,5329,343,80447,75,32,56,2013,8,33,14,0,0
2322,1045,0,5010,0,5,3,3,0,0,1,8731,552,2045,-123,44,134,2012,1,3,18,20,12
2323,571,5780,5543,7,5,13,1,1,1,1,6316,416,0,106,21,138,2014,9,38,17,8,0
2324,1952,472,8055,0,5,13,1,0,0,1,2406,746,109584,120,22,123,2010,9,36,9,0,0
2325,2965,2243,1280,6,5,11,1,0,0,1,5118,228,0,104,33,26,2013,7,29,16,0,0
2326,1239,5451,917,0,6,3,1,0,0,1,3550,301,27865,-90,38,134,2011,5,21,28,3,0
2327,1968,526,6338,6,5,3,1,1,0,1,2769,185,3000000,-66,10,137,2010,11,48,29,23,0
2328,1949,456,1057,2,5,7,1,10,0,1,884,127,47778,123,-1,57,2008,11,46,12,0,0
2329,2097,3517,4010,6,6,3,1,0,0,1,1507,107,1879,16,38,62,2010,2,7,15,0,0
2330,1311,5660,8165,7,5,3,1,0,0,1,4107,680,15771,112,2,78,2011,12,51,25,0,0
2331,1870,2818,7343,4,8,11,2,0,0,1,532,843,1638,-81,38,134,2008,5,20,12,0,0
2332,1447,1766,7650,6,2,1,1,0,0,1,9449,807,13865,79,30,56,2016,8,31,4,0,0
2333,1702,117,4671,0,5,11,2,0,0,1,3696,340,128531,76,13,56,2011,7,26,2,18,0
2335,2679,5426,3643,1,6,11,2,0,0,1,2996,273,1634,-158,21,134,2011,1,2,13,19,24
2336,627,798,3077,1,5,1,1,0,5,1,9258,807,17123,78,30,56,2016,7,30,31,0,0
2337,260,624,8156,2,6,3,1,0,0,1,9561,746,109584,121,22,123,2016,10,40,8,9,0
2338,26,2037,8254,0,5,3,1,0,0,1,1949,834,3855,174,-41,87,2010,6,22,6,15,0
2339,1351,5940,1043,2,5,1,0,4,0,1,5913,839,800000,106,-6,57,2014,3,9,2,18,0
2340,757,3796,654,4,5,11,1,3,0,1,122,215,0,81,29,86,2007,7,28,12,0,0
2341,3019,2993,8024,6,5,8,1,5,2,1,5379,255,251900,104,26,26,2013,8,34,20,22,0
2342,1045,0,4875,0,5,3,3,0,0,1,8467,552,1045,-122,44,134,2013,6,23,9,17,44
2343,1083,1345,6948,6,8,13,1,2,9,1,3954,124,221178,120,14,98,2011,8,35,30,9,0
2344,3188,5844,7154,6,5,3,1,0,0,1,5182,807,2000,79,30,56,2013,7,30,24,0,0
2345,3160,5251,8006,1,6,3,1,0,0,1,5156,109,3583,-116,33,134,2013,7,30,22,10,0
2346,2685,1649,882,6,5,13,1,0,0,1,2666,200,0,-60,11,127,2010,10,43,31,9,0
2347,293,2686,4795,0,8,3,2,0,0,1,6372,857,9520,-109,44,134,2014,8,34,23,0,0
2348,3214,6281,5349,1,5,10,1,0,0,1,5602,93,44560,-123,49,24,2013,10,41,13,14,0
2349,2336,4342,4821,0,5,13,1,0,0,1,3070,532,2799,173,-35,87,2011,1,4,29,8,0
2350,1697,2247,2311,4,5,3,1,0,0,1,2581,507,5993,152,-29,7,2010,10,40,10,0,0
2351,2573,1524,526,6,6,3,1,0,0,1,1005,380,0,-77,-7,97,2009,4,16,14,0,0
2352,934,4726,1014,6,6,11,1,0,0,1,6083,458,6661,-93,44,134,2014,6,25,20,0,0
2353,2334,4326,1150,2,0,3,1,2,0,1,1867,851,43500,30,-1,130,2010,5,19,16,0,0
2354,807,4157,8181,1,7,5,2,0,0,1,7485,219,850848,-87,14,53,2015,9,38,20,0,0
2355,1016,4747,2706,0,8,11,1,0,0,1,9194,93,3551,-123,49,24,2016,1,1,8,1,30
2356,1191,5405,1061,0,6,11,1,0,0,1,6119,774,0,95,29,26,2014,7,27,1,4,0
2357,2952,2019,6066,1,5,3,1,0,0,1,5730,843,1394,-81,37,134,2013,12,52,27,0,0
2358,2124,789,6200,2,6,3,0,12,0,1,1133,423,12691836,72,19,56,2009,9,36,3,23,30
2359,1681,72,4636,2,6,3,1,1,0,1,3521,199,0,34,0,130,2011,5,20,21,18,0
2360,2747,5881,2214,4,5,3,1,2,0,1,1318,192,186099,111,-7,57,2009,11,47,21,0,0
2361,1045,0,7534,0,5,3,3,0,0,1,8126,552,9477,-123,46,134,2015,12,50,8,14,39
2362,3066,3812,1630,6,6,3,2,0,0,1,5576,458,27592,-91,44,134,2013,10,40,5,23,0
2363,1844,2711,7344,6,5,3,1,0,0,1,1784,762,2694,-87,35,134,2010,4,16,25,8,0
2364,658,5949,3117,0,5,3,1,0,0,1,6598,3,24519,95,5,57,2014,12,52,27,0,0
2365,1702,112,4488,4,5,11,1,0,0,1,3614,749,66944,76,11,56,2011,6,24,16,0,0
2366,2310,1033,8333,4,6,4,0,7,0,1,586,462,76312,141,38,65,2008,6,24,14,0,0
2367,2789,6112,7797,0,5,3,2,0,0,1,1597,207,49886,-3,50,133,2010,3,12,27,0,0
2368,640,3700,2273,4,5,11,2,1,3,1,6033,872,6774,122,7,98,2014,5,21,19,15,0
2369,1867,2779,3442,4,5,3,1,0,0,1,2805,634,457326,116,6,78,2010,12,49,11,8,0
2370,142,2285,4782,6,5,11,2,0,0,1,6288,43,899094,91,26,56,2014,9,39,22,0,0
2371,2256,4100,3667,6,6,11,2,0,0,1,546,349,5723,-84,39,134,2008,5,21,20,0,0
2372,3188,5846,4655,2,5,3,1,0,0,1,5087,539,92113,94,25,56,2013,7,28,12,0,0
2373,2441,4675,6849,7,6,3,1,0,0,1,3593,550,0,8,61,91,2011,6,23,10,0,0
2374,1505,1936,1724,6,6,3,0,2,0,1,6537,304,1174,44,42,44,2014,8,34,20,22,45
2375,3011,2869,4585,0,5,8,1,1,0,1,5284,350,49330,76,10,56,2013,8,32,5,0,0
2376,2404,1144,8471,1,6,3,2,0,0,1,3415,545,296943,-84,39,134,2011,4,17,25,0,0
2377,1519,6344,186,6,6,12,1,0,0,1,6831,349,2237,-82,36,134,2015,3,10,6,9,0
2378,1660,2119,3842,6,5,3,1,4,0,1,2693,104,3042,121,16,98,2010,11,44,4,0,0
2379,1045,0,2746,0,5,3,3,0,0,1,8333,552,14095,-122,45,134,2014,3,12,21,15,52
2380,709,4536,2843,2,8,3,1,0,0,1,7573,833,1112,-120,47,134,2016,1,1,10,0,0
2381,2819,1836,5598,1,5,11,2,0,0,1,5172,571,28386,-79,40,134,2013,7,30,23,0,0
2382,1959,484,7050,7,5,3,1,0,0,1,4996,313,0,72,41,70,2013,6,26,28,0,0
2383,441,3119,2163,4,5,3,1,54,0,1,7716,360,86685,29,-1,105,2016,5,18,8,8,0
2384,21,3077,273,7,6,3,1,0,0,1,8953,555,0,73,40,70,2016,6,25,20,17,0
2385,1045,0,7459,0,5,3,3,0,0,1,8738,552,2449,-123,44,134,2012,1,3,18,8,25
2386,1334,5721,8266,2,6,1,2,0,0,1,7189,93,3667,-114,49,24,2015,7,28,11,18,0
